name,url,gvkey,paragraphs,words,tracking_cookies,g_fog,legal_quality
CHOICE PRP REAL ESTATE INV,www.choicereit.ca,18296.0,4.0,132.0,9.0,18.779701,-0.22696175
CHRISTOPHER & BANKS CORP,www.christopherandbanks.com,25108.0,63.0,4207.0,28.0,17.802992,0.8014195
C H ROBINSON WORLDWIDE INC,www.chrobinson.com,65609.0,39.0,2555.0,8.0,16.961676,1.0093101999999998
CHROMADEX CORP,www.chromadex.com,177367.0,11.0,371.0,0.0,16.115064999999998,-0.32325363
COMMUNITY HEALTH SYSTEMS INC,www.chs.net,23714.0,23.0,1585.0,0.0,15.226789000000002,0.14172989
CHUNGHWA TELECOM LTD,www.cht.com.tw,241159.0,15.0,861.0,7.0,20.609444,0.11676678
CHURCH & DWIGHT INC,www.churchdwight.com,3026.0,43.0,3258.0,0.0,18.261392999999998,0.18748836
CHURCHILL DOWNS INC,www.churchilldownsincorporated.com,3028.0,30.0,1458.0,2.0,17.822447,0.51239115
CANADIAN IMPERIAL BANK,www.cibc.com,15581.0,71.0,3983.0,13.0,18.18228,0.65442216
CIENA CORP,www.ciena.com,64356.0,17.0,1095.0,21.0,17.86245,0.37508297
CI FINANCIAL CORP,www.cifinancial.com,30369.0,22.0,2027.0,1.0,16.327745,-0.38624668
CIGNA CORP,www.cigna.com,2547.0,6.0,162.0,6.0,13.655598000000001,-0.31209791
CIMAREX ENERGY CO,www.cimarex.com,150699.0,104.0,4583.0,2.0,14.400964000000002,-0.37518522
CIMPRESS NV,www.cimpress.com,164086.0,29.0,1106.0,1.0,15.450953,0.46616682
CINCINNATI BELL INC,www.cincinnatibell.com,3036.0,81.0,5414.0,9.0,17.025489999999998,-0.10204742
CINEPLEX INC,www.cineplex.com,157476.0,54.0,4483.0,22.0,20.83614,0.81555992
CINER RESOURCES LP,www.ciner.us.com,18321.0,115.0,7605.0,0.0,17.984807999999997,-0.21725246
CINCINNATI FINANCIAL CORP,www.cinfin.com,14824.0,7.0,380.0,1.0,14.930742,-0.24550684
CIPHER PHARMACEUTICALS INC,www.cipherpharma.com,260838.0,16.0,733.0,0.0,17.69908,0.14809304
CIRCA ENTERPRISES INC,www.circaent.com,27591.0,5.0,296.0,0.0,12.72353,-0.16139953
CIRCOR INTL INC,www.circor.com,124775.0,17.0,1052.0,0.0,19.735939000000002,1.0288249
CISCO SYSTEMS INC,www.cisco.com,20779.0,18.0,532.0,10.0,18.817575,0.57036084
CISION LTD,www.cision.com,32086.0,61.0,2840.0,18.0,19.828533,1.351073
CIT GROUP INC,www.cit.com,149738.0,30.0,1741.0,28.0,19.598509,0.22658998
CITIGROUP INC,www.citigroup.com,3243.0,48.0,1715.0,5.0,25.287159,0.64101404
CITI TRENDS INC,www.cititrends.com,163051.0,35.0,2923.0,3.0,15.677762,-0.38424078
CITIZENS FINANCIAL GROUP INC,www.citizensbank.com,21825.0,53.0,2788.0,16.0,17.290058,-0.19709367
CITIZENS FIRST CORP,www.citizensfirstbank.com,117901.0,22.0,868.0,0.0,13.733649,-0.08428459599999999
CITIZENS HOLDING CO,www.citizensholdingcompany.com,125234.0,8.0,619.0,0.0,17.132345,-1.3116096000000002
CITIZENS INC,www.citizensinc.com,16775.0,10.0,639.0,0.0,19.482317000000002,0.17648999
CITRIX SYSTEMS INC,www.citrix.com,61676.0,11.0,310.0,11.0,16.411884,-0.19242166
CITY HOLDING CO,www.cityholding.com,16781.0,15.0,605.0,2.0,16.911007,-0.36095005
CIVEO CORP,www.civeo.com,20020.0,52.0,2008.0,1.0,19.018673,0.48654485
C&J ENERGY SERVICES INC,www.cjenergy.com,186336.0,12.0,806.0,3.0,20.096745000000002,0.163166
CLEAN ENERGY FUELS CORP,www.cleanenergyfuels.com,176343.0,25.0,1586.0,2.0,20.199842,0.3831819
CLEAN HARBORS INC,www.cleanharbors.com,14027.0,4.0,194.0,7.0,16.654970000000002,-0.37127018
CLEARONE INC,www.clearone.com,18549.0,5.0,338.0,4.0,14.967954,-0.066971302
CLEARSIDE BIOMEDICAL INC,www.clearsidebio.com,26798.0,36.0,2673.0,0.0,17.508495,-0.32800746
CLEARWATER SEAFOODS INC,www.clearwater.ca,149762.0,6.0,173.0,0.0,14.863492,-0.71370685
CLEARWATER PAPER CORP,www.clearwaterpaper.com,181931.0,16.0,1911.0,0.0,17.2216,-0.49274105
CLIPPER REALTY INC,www.clipperrealty.com,26475.0,24.0,1723.0,0.0,14.412545999999999,0.14116709
COLONY NORTHSTAR CR REAL EST,www.clncredit.com,33066.0,10.0,592.0,1.0,15.328810999999998,-0.42325869
COLONY CAPITAL INC,www.clny.com,183603.0,31.0,1675.0,1.0,19.793341,0.79737872
CLOUDERA INC,www.cloudera.com,31004.0,8.0,409.0,23.0,19.336182,-0.21346901
CLOUD PEAK ENERGY INC,www.cloudpeakenergy.com,180635.0,127.0,6243.0,0.0,20.753494,-0.22120357
CLOVIS ONCOLOGY INC,www.clovisoncology.com,196055.0,12.0,971.0,0.0,16.778751,0.28319429999999995
COMMERCIAL METALS,www.cmc.com,3246.0,2.0,59.540001000000004,0.0,12.928205,-0.42999536
CENTRAL EUROPEAN MEDIA,www.cme.net,30778.0,19.0,932.0,3.0,13.082129,-0.29171816
CME GROUP INC,www.cmegroup.com,149070.0,124.0,6690.0,10.0,20.264975,1.544921
CM FINANCE INC,www.cmfn-inc.com,19752.0,7.0,289.0,0.0,15.806314000000002,0.041047081
CMS ENERGY CORP,www.cmsenergy.com,3439.0,23.0,1575.0,1.0,17.224860999999997,-0.88375467
CANADIAN NATIONAL RAILWAY CO,www.cn.ca,2696.0,10.0,622.0,3.0,14.491209,-0.41742176
CNA FINANCIAL CORP,www.cna.com,2558.0,7.0,481.0,2.0,18.041759,-0.10514089999999998
CITIZENS & NORTHERN CORP,www.cnbankpa.com,18037.0,8.0,230.0,4.0,16.88588,-0.75386697
CNB FINANCIAL CORP/PA,www.cnbbank.bank,17534.0,17.0,2166.0,1.0,20.536282999999997,-0.63320404
CNH INDUSTRIAL NV,www.cnhindustrial.com,295786.0,33.0,1765.0,2.0,20.817522,1.3785530000000001
CNO FINANCIAL GROUP INC,www.cnoinc.com,12603.0,6.0,305.0,1.0,18.615004000000003,-0.40591374
CANADIAN NATURAL RESOURCES,www.cnrl.com,15055.0,4.0,165.0,0.0,25.04257,-0.25175211
CENTURY CASINOS INC,www.cnty.com,29151.0,14.0,1466.0,2.0,18.364462,-0.88843936
CNX RESOURCES CORPORATION,www.cnx.com,120093.0,13.0,762.0,0.0,18.91995,-0.2882908
TAPESTRY INC,www.coach.com,140541.0,96.0,3757.0,10.0,16.706421,1.3966593
COASTWAY BANCORP INC,www.coastway.com,19529.0,67.0,2194.0,2.0,12.114141,-0.37979892
COATES INTERNATIONAL LTD,www.coatesengine.com,175001.0,16.0,921.0,2.0,20.367722,0.35780698
COCA-COLA CO,www.coca-colacompany.com,3144.0,70.0,4749.0,3.0,19.577389,0.74539238
COCA-COLA FEMSA SAB DE CV,www.coca-colafemsa.com,28844.0,23.0,960.0,1.0,16.888969,-0.37628636
COCRYSTAL PHARMA INC,www.cocrystalpharma.com,19467.0,5.0,197.0,0.0,15.196181,-6.2460146
CODEXIS INC,www.codexis.com,179841.0,33.0,1559.0,6.0,18.115420999999998,-0.72080147
CO-DIAGNOSTIC INC,www.codiagnostics.com,31542.0,20.0,1156.0,2.0,16.374435000000002,-0.80951494
COEUR MINING INC,www.coeur.com,3153.0,62.0,3097.0,0.0,19.628206,-0.27423552
COGENT COMMUNICATIONS HLDGS,www.cogentco.com,147204.0,33.0,1691.0,1.0,17.185072,1.2712881999999999
COGNEX CORP,www.cognex.com,16188.0,93.0,5320.0,4.0,17.272198,0.35141727
COGNIZANT TECH SOLUTIONS,www.cognizant.com,111864.0,55.0,2297.0,10.0,20.69175,0.9746085999999999
COHERENT INC,www.coherent.com,3157.0,37.0,1307.0,1.0,18.657614000000002,1.1128721000000001
COHU INC,www.cohu.com,3158.0,16.0,1279.0,0.0,18.531976999999998,-0.41961569
COCA-COLA BTLNG CONS,www.cokeconsolidated.com,3138.0,19.0,991.0,0.0,17.559998999999998,0.22891082
COLABOR GROUP INC,www.colabor.com,164182.0,28.0,1886.0,0.0,23.755405,-0.55982578
COLFAX CORP,www.colfaxcorp.com,179577.0,159.92,9791.4697,0.0,20.263391,-0.054938074
COLGATE-PALMOLIVE CO,www.colgate.com/en/us/oc/,3170.0,86.0,3508.0,9.0,18.132185,1.1713183999999999
COLLECTORS UNIVERSE INC,www.collectorsuniverse.com,125975.0,13.0,1103.0,0.0,16.339129999999997,0.14794368
COLLEGIUM PHARMACEUTICAL INC,www.collegiumpharma.com,23555.0,14.0,583.0,1.0,15.225791000000001,-0.68790323
COLLIERS INTL GROUP INC,www.colliers.com,28485.0,19.0,1392.0,1.0,17.446382999999997,0.18418503
COLONY BANKCORP INC,www.colonybank.com,66504.0,53.0,3190.0,0.0,12.391853999999999,-0.66911018
COLUMBIA SPORTSWEAR CO,www.columbia.com,105936.0,39.0,1914.0,15.0,17.658487,0.37962061
COLUMBIA PROPERTY TRUST INC,www.columbia.reit,163963.0,30.0,1918.0,0.0,16.504604,0.33206877
COLUMBIA BANKING SYSTEM INC,www.columbiabank.com,25376.0,1.0,59.540001000000004,3.0,12.488889,-0.32076478
COMMUNITY BANCORP INC/VT,www.com,21525.0,136.0,5998.0,1.0,14.776569,0.21048136
COMERICA INC,www.comerica.com,3231.0,53.0,2679.0,5.0,15.884404,-0.35922804
COMFORT SYSTEMS USA INC,www.comfortsystemsusa.com,64997.0,2.0,86.0,0.0,14.646512,-0.16700219
COMMAND CENTER INC,www.commandonline.com,165868.0,19.0,988.0,0.0,21.568579,0.15128250000000001
COMMERCE BANCSHARES INC,www.commercebank.com,3238.0,7.0,282.0,3.0,12.493663,0.0016491144
COMMERCEHUB INC,www.commercehub.com,27635.0,63.0,3947.0,3.0,19.088461,1.1344885
COMMSCOPE HOLDING CO INC,www.commscope.com,18036.0,48.0,2389.0,15.0,17.661602,0.68925691
COMMUNICATIONS SYSTEMS INC,www.commsystems.com,3275.0,58.0,3241.0,0.0,19.926567000000002,-0.3588925
CB FINANCIAL SERVICES INC,www.communitybank.tv,18695.0,159.92,6077.0,1.0,22.663528,-0.30883464
COMMUNITY BANK SYSTEM INC,www.communitybankna.com,16790.0,17.0,471.0,2.0,14.381376000000001,-0.5925281
CBTX INC,www.communitybankoftx.com,32600.0,14.0,469.0,1.0,15.408648999999999,-0.35276255
COMMVAULT SYSTEMS INC,www.commvault.com,174077.0,32.0,1126.0,20.0,19.654039,1.1749828000000002
INGERSOLL-RAND PLC,www.company.ingersollrand.com,5959.0,49.0,4213.0,1.0,23.125339999999998,1.3461098999999999
INFORMATION SERVICES CORP,www.company.isc.ca,18314.0,16.0,936.0,3.0,20.503418,0.10451138
COMPASS DIVERSIFIED HOLDINGS,www.compassequity.com,166368.0,17.0,1477.0,0.0,16.002888000000002,0.29956496
COMPASS MINERALS INTL INC,www.compassminerals.com,157153.0,22.0,1550.0,1.0,15.821601000000001,-0.34288046
COMPX INTERNATIONAL INC,www.compx.com,66602.0,20.0,759.0,0.0,16.267607,0.31003535
COMSCORE INC,www.comscore.com,177780.0,24.0,1526.0,2.0,18.645205999999998,0.52147466
COMSTOCK MINING INC,www.comstockmining.com,147183.0,157.0,6550.0,8.0,22.379091,-0.26032665
COMTECH TELECOMMUN,www.comtechtel.com,3358.0,22.0,955.0,2.0,17.644028,-0.1593889
CONATUS PHARMACEUTICALS INC,www.conatuspharma.com,18161.0,10.0,874.0,0.0,17.249456,0.31406993
CONCERT PHARMACEUTICLS INC,www.concertpharma.com,19534.0,6.0,450.0,1.0,15.472726999999999,-0.71422499
VINA CONCHA Y TORO SA,www.conchaytoro.com,209418.0,14.0,792.0,1.0,17.576912,-0.45019534
CONCHO RESOURCES INC,www.concho.com,177884.0,16.0,811.0,0.0,18.872789,0.10195306
CONCORDIA INTERNATIONAL CORP,www.concordiarx.com,19417.0,61.0,3194.0,0.0,17.75671,1.544921
CONDOR HOSPITALITY TR INC,www.condorhospitality.com,31095.0,8.0,376.0,0.0,14.502329999999999,-0.84628522
CONDUENT INC,www.conduent.com,28719.0,49.0,2749.0,18.0,17.745432,1.3630474
CONFORMIS INC,www.conformis.com,24084.0,20.0,1360.0,8.0,17.578445000000002,-0.09715932599999999
CONIFEX TIMBER INC,www.conifex.com,185051.0,159.92,9791.4697,0.0,25.537382,-0.34118202
CONMED CORP,www.conmed.com,13623.0,36.0,2136.0,2.0,16.20554,0.76417398
PC CONNECTION INC,www.connection.com,66586.0,70.0,3755.0,5.0,19.817080999999998,1.1759416
CONNECTONE BANCORP INC,www.connectonebank.com,17724.0,16.0,579.0,2.0,18.245001000000002,-0.35854125
CONN'S INC,www.conns.com,156614.0,7.0,263.0,5.0,14.795356,-0.09006739400000001
CONOCOPHILLIPS,www.conocophillips.com,8549.0,9.0,299.0,2.0,11.837566,-0.36868602
CONSOL ENERGY INC,www.consolenergy.com,32372.0,10.0,667.0,0.0,19.106966,-0.28676906
CONSOLIDATED COMM HLDGS INC,www.consolidated.com,162127.0,7.0,290.0,5.0,15.458128,-0.31517208
CONSTELLIUM NV,www.constellium.com,17997.0,49.0,1362.0,8.0,22.563055,0.8734236999999999
CONSUMER PORTFOLIO SVCS INC,www.consumerportfolio.com,25852.0,5.0,697.0,0.0,18.250639000000003,-0.24539694
CONSUMERS BANCORP INC,www.consumersbank.com,111640.0,19.0,705.0,1.0,17.521706,-0.36811176
CONTANGO OIL & GAS CO,www.contango.com,22053.0,5.0,298.0,0.0,12.388589,-0.82663161
CONTINENTAL BUILDING PRODS,www.continental-bp.com,19442.0,2.0,59.540001000000004,12.0,16.825226,-0.31428203
CONTINENTAL AG,www.continental-corporation.com,100609.0,25.0,1284.0,0.0,16.550629,0.50165933
CONTROL4 CORP,www.control4.com,18291.0,41.0,3809.0,19.0,21.076999999999998,1.2222488999999999
CONVERGYS CORP,www.convergys.com,113419.0,45.0,2988.0,1.0,19.056411999999998,1.2541428999999997
COOPER COMPANIES INC,www.coopercos.com,3504.0,13.0,903.0,0.0,17.002672,-0.13719723
COOPER-STANDARD HOLDINGS INC,www.cooperstandard.com,163765.0,48.0,2458.0,0.0,17.426184,0.44662964
COOPER TIRE & RUBBER CO,www.coopertire.com,3502.0,30.0,2604.0,0.0,14.491029999999999,-0.6626476
COPART INC,www.copart.com,29901.0,33.0,2042.0,14.0,18.374371,0.46880651
COPEL-CIA PARANAENSE ENERGIA,www.copel.com,64577.0,159.92,6140.0,0.0,18.025195999999998,-0.16561663
CORBUS PHARMACEUTICALS HLDGS,www.corbuspharma.com,22035.0,33.0,2868.0,0.0,19.002438,1.002713
CORBY SPIRIT AND WINE LTD,www.corby.ca,3516.0,26.0,1158.0,0.0,20.971766,0.44436792
CORCEPT THERAPEUTICS INC,www.corcept.com,146616.0,38.0,4287.0,0.0,20.012411,-0.33139274
CORDY OILFIELD SERVICES INC,www.cordy.ca,119476.0,9.0,336.0,2.0,14.966633999999999,-0.27304691
CORE MARK HOLDING CO INC,www.core-mark.com,162876.0,20.0,1354.0,11.0,16.603485,-0.31612188
CORE GOLD INC,www.coregoldinc.com,142212.0,4.0,120.0,2.0,16.976343,-0.15963328
CORE LABORATORIES NV,www.corelab.com,61759.0,14.0,1364.0,12.0,17.814111999999998,-0.32957268
CORELOGIC INC,www.corelogic.com,12796.0,51.0,3216.0,7.0,18.323292000000002,1.544921
CORE MOLDING TECHNOLOGIES,www.coremt.com,14794.0,21.0,2154.0,0.0,19.451284,0.26043499
COREPOINT LODGING INC,www.corepoint.com,19800.0,36.0,3260.0,0.0,24.051619,-0.35628077
CORINDUS VASCULAR ROBOTICS,www.corindus.com,21520.0,34.0,3196.0,0.0,17.910784,-0.58762163
CORMEDIX INC,www.cormedix.com,183945.0,14.0,1333.0,0.0,16.208498000000002,-0.63888228
CORNERSTONE ONDEMAND INC,www.cornerstoneondemand.com,185646.0,59.0,3306.0,11.0,16.406013,0.35524186
CORNING INC,www.corning.com,3532.0,35.0,1912.0,0.0,19.190008,1.0342938
CANADIAN TIRE CORP  -CL A,www.corp.canadiantire.ca,2703.0,54.0,2044.0,1.0,21.212807,-0.13555433
CORPORATE CAPITAL TR INC,www.corporatecapitaltrust.com,23985.0,29.0,2310.0,0.0,17.727732,-0.33980879
WRIGHT INVESTORS SERVICE,www.corporateinformation.com,161069.0,9.0,1268.0,1.0,15.251766,-0.40425286
CORREVIO PHARMA CORP,www.correvio.com,66374.0,19.0,1103.0,0.0,16.714581,0.08869613
CORTEX BUSINESS SOLUTIONS,www.cortex.net,132499.0,32.0,1337.0,2.0,19.831267999999998,0.57616216
CORTLAND BANCORP,www.cortlandbank.com,28833.0,31.0,1802.0,14.0,15.504228,-0.15594581
CORUS ENTERTAINMENT INC,www.corusent.com,123415.0,45.0,3533.0,1.0,17.562775,0.62704617
OTE - HELLENIC TELECOM ORG,www.cosmote.gr,106815.0,11.0,757.0,3.0,11.837566,-0.42999536
COSTAMARE INC,www.costamare.com,185770.0,7.0,1150.0,0.0,18.603867,-0.29983029
COSTAR GROUP INC,www.costargroup.com,112111.0,27.0,1724.0,2.0,19.261776,0.26487008
COSTCO WHOLESALE CORP,www.costco.com,29028.0,40.0,3499.0,5.0,16.546696,0.24604914
COTIVITI HOLDINGS INC,www.cotiviti.com,27245.0,19.0,1337.0,3.0,18.687407,0.028924171000000002
COTT CORP QUE,www.cott.com,20338.0,20.0,1850.0,0.0,18.952182999999998,0.38555026
COTY INC,www.coty.com,12151.0,36.0,2423.0,3.0,18.996026999999998,0.79581386
COUPA SOFTWARE INC,www.coupa.com,28084.0,47.0,2509.0,16.0,18.348738,0.78647661
COUSINS PROPERTIES INC,www.cousins.com,3562.0,26.0,1989.0,0.0,16.517544,0.27640158
COVALON TECHNOLOGIES LTD,www.covalon.com,161840.0,11.0,765.0,3.0,19.198334,0.31116787
COVANTA HOLDING CORP,www.covanta.com,23485.0,75.0,3687.0,7.0,17.91074,1.544921
COWEN INC,www.cowen.com,183797.0,22.0,1040.0,1.0,15.464305,-0.1762125
CPI CARD GROUP INC,www.cpicardgroup.com,25539.0,4.0,122.0,15.0,12.333333,-0.29609907
CANADIAN PACIFIC RAILWAY LTD,www.cpr.ca,2698.0,11.0,698.0,1.0,19.129614,0.083016194
COMPUTER PROGRAMS & SYSTEMS,www.cpsi.com,147849.0,10.0,791.0,0.0,18.498844000000002,0.18448234
CRACKER BARREL OLD CTRY STOR,www.crackerbarrel.com,3570.0,33.0,3791.0,27.0,19.408163000000002,-0.7887274000000001
CRAFT BREW ALLIANCE INC,www.craftbrew.com,61192.0,8.0,514.0,0.0,15.534151000000001,-0.74090785
CRANE CO,www.craneco.com,3580.0,37.0,1921.0,0.0,14.887362,0.71069342
CRAWFORD & CO,www.crawfordandcompany.com,3581.0,68.0,3989.0,0.0,21.228016,1.3455123
CRAY INC,www.cray.com,61350.0,40.0,2359.0,10.0,17.202414,-0.30672678
CALIFORNIA RESOURCES CORP,www.crc.com,21431.0,10.0,601.0,0.0,13.941488,-0.60756797
CREATIVE TECHNOLOGY LTD,www.creative.com,25773.0,44.0,3297.0,1.0,18.801804,0.12345179
CREATIVE LEARNING CORP,www.creativelearningcorp.com,185210.0,19.0,859.0,0.0,14.742404,-0.38715518
CREDIT SUISSE GROUP,www.credit-suisse.com,28838.0,31.0,1755.0,4.0,17.290297,0.8793878
CREDIT ACCEPTANCE CORP,www.creditacceptance.com,25339.0,4.0,190.0,0.0,16.010847000000002,-0.3375493
CREDITRISKMONITOR.COM INC,www.creditriskmonitor.com,7841.0,37.0,2080.0,1.0,17.806274,0.22463708
CREE INC,www.cree.com,27794.0,13.0,1253.0,2.0,17.064127,0.81170857
CRESCENT POINT ENERGY CORP,www.crescentpointenergy.com,145812.0,33.0,2496.0,0.0,21.257162,-0.41179898
CRESCITA THERAPEUTICS INC,www.crescitatherapeutics.com,27004.0,19.0,1042.0,0.0,17.169579000000002,0.036553241
CREW ENERGY INC,www.crewenergy.com,156093.0,51.0,2964.0,1.0,19.815943,-0.11208748
CREXENDO INC,www.crexendo.com,111629.0,8.0,474.0,0.0,18.577639,-0.21894814
CRIMSON WINE GROUP LTD,www.crimsonwinegroup.com,17285.0,48.0,2404.0,0.0,18.009726999999998,0.55073291
CRITEO SA,www.criteo.com,18750.0,40.0,1933.0,1.0,14.710191,0.74068344
CRITICAL CONTROL ENRGY SRVCS,www.criticalcontrol.com,105382.0,27.0,1847.0,2.0,22.373504999999998,0.21202211
CHARLES RIVER LABS INTL INC,www.criver.com,137131.0,44.0,1960.0,4.0,18.817877,0.46487984
CROCS INC,www.crocs.com,164755.0,57.0,4173.0,8.0,15.783635,0.34944066
CROGHAN BANCSHARES INC,www.croghan.com,63402.0,21.0,1342.0,0.0,18.083298000000003,-0.075087488
CROMBIE REIT,www.crombiereit.com,166676.0,12.0,752.0,2.0,15.203176000000001,-0.077671371
CROSSAMERICA PARTNERS LP,www.crossamericapartners.com,15212.0,28.0,2820.0,1.0,18.816971,0.020169809
CROSS COUNTRY HEALTHCARE INC,www.crosscountryhealthcare.com,144396.0,18.0,1508.0,2.0,17.017492,-0.045095008
CROSSWINDS HOLDINGS INC,www.crosswindsinc.com,166052.0,13.0,1461.0,1.0,19.13504,-0.31104067
CROWN CASTLE INTL CORP,www.crowncastle.com,113490.0,57.0,2566.0,7.0,19.330157999999997,0.15120068
CROWN HOLDINGS INC,www.crowncork.com,3619.0,31.0,1671.0,2.0,18.557842,0.43788216
CRYO-CELL INTERNATIONAL INC,www.cryo-cell.com,23790.0,15.0,1176.0,1.0,17.344439,0.43613493
CRYOLIFE INC,www.cryolife.com,27823.0,27.0,1366.0,1.0,16.342461,1.205009
CRYOPORT INC,www.cryoport.com,162146.0,41.0,2267.0,6.0,17.863367,0.16026081
CRYSTAL ROCK HOLDINGS INC,www.crystalrock.com,25731.0,74.0,4248.0,28.0,18.141043,0.17842650000000002
CSG SYSTEMS INTL INC,www.csgi.com,62266.0,47.0,2292.0,13.0,18.303356,1.544921
CARDIOVASCULAR SYSTEMS INC,www.csi360.com,179413.0,31.0,1569.0,0.0,16.023457999999998,0.69597423
CSI COMPRESSCO LP,www.csicompressco.com,181745.0,40.0,2392.0,0.0,14.788423000000002,-0.29675215
COMPUTER SERVICES INC,www.csiweb.com,116164.0,29.0,1603.0,28.0,17.953947,1.2587243000000001
COMPANHIA SIDERURGICA NACION,www.csn.com.br,208057.0,21.0,862.0,0.0,19.860504000000002,-0.35570616
CSP INC,www.cspi.com,2573.0,71.0,4345.0,3.0,17.874512,0.83160752
CHICKEN SOUP FOR SOUL ENTNT,www.cssentertainment.com,32322.0,44.0,2194.0,2.0,19.546902,0.36290383
CSX CORP,www.csx.com,2574.0,21.0,730.0,4.0,15.024448000000001,-0.33944872
COMMUNITY TRUST BANCORP INC,www.ctbi.com,19262.0,19.0,513.0,2.0,15.326378,-0.45429039
CTD HOLDINGS INC,www.ctd-holdings.com,106100.0,3.0,232.0,0.0,12.906322,-6.771567299999999
COMPUTER TASK GROUP INC,www.ctg.com,3342.0,33.0,1579.0,3.0,17.860172,0.55915278
COVENANT TRANSPORTATION GRP,www.ctgcompanies.com,30877.0,16.0,1084.0,0.0,18.849089000000003,0.22610985
CTI BIOPHARMA CORP,www.ctibiopharma.com,64515.0,2.0,159.0,1.0,15.116982,-0.16957569
CAVITATION TECHNOLOGIES INC,www.ctinanotech.com,177281.0,44.0,3051.0,0.0,21.188725,-0.32627636
CONSOLIDATED TOMOKA LAND CO,www.ctlc.com,3429.0,12.0,1010.0,0.0,15.504204000000001,-0.033202507
CTRIP.COM INTL LTD,www.ctrip.com,157413.0,11.0,938.0,5.0,18.903839,0.42088675
CTS CORP,www.ctscorp.com,2577.0,15.0,806.0,1.0,19.052044,0.94388604
CONNECTICUT WATER SVC INC,www.ctwater.com,3394.0,33.0,1902.0,8.0,15.892539000000001,0.43892878
CUBESMART,www.cubesmart.com,160990.0,40.0,2769.0,25.0,17.397160999999997,0.51120597
CUBIC CORP,www.cubic.com,3639.0,14.0,1096.0,2.0,18.243231,-0.44961357
CARIBBEAN UTILITIES CO LTD,www.cuc-cayman.com,144096.0,23.0,1014.0,1.0,18.421249,-0.37603685
CUI GLOBAL INC,www.cuiglobal.com,65675.0,41.0,2915.0,0.0,18.092737,-0.78458679
CULLMAN BANCORP INC,www.cullmansavingsbank.com,183663.0,14.0,535.0,0.0,14.215724,-0.5442821999999999
CUMBERLAND PHARMACEUTICALS,www.cumberlandpharma.com,178097.0,30.0,2073.0,0.0,19.733528,-0.7147305
CUMMINS INC,www.cummins.com,3650.0,27.0,1897.0,11.0,18.36767,0.49256343
CUMULUS MEDIA INC,www.cumulus.com,112030.0,8.0,216.0,0.0,19.751112,-0.12754321
CURAEGIS TECHNOLOGIES INC,www.curaegis.com,115243.0,32.0,2450.0,1.0,17.933189000000002,0.41611156
CURO GROUP HLDGS CORP,www.curo.com,22439.0,124.0,7057.0,2.0,13.713707000000001,0.90976268
CURTISS-WRIGHT CORP,www.curtisswright.com,3662.0,46.0,1982.0,1.0,19.409407,0.91353083
CUSTOMERS BANCORP INC,www.customersbank.com,170396.0,16.0,803.0,0.0,14.644411999999999,-0.10765556
CUTERA INC,www.cutera.com,146648.0,70.0,4261.0,22.0,16.810343,1.2843702
CENTRAL VALLEY CMNTY BANCORP,www.cvcb.com,63224.0,22.0,953.0,0.0,15.978775,-0.10497267
CVD EQUIPMENT CORP,www.cvdequipment.com,2581.0,30.0,1280.0,0.0,18.019466,-0.06118784099999999
CVR ENERGY INC,www.cvrenergy.com,178672.0,18.0,1522.0,2.0,17.067646,-0.18240884
CVR PARTNERS LP,www.cvrpartners.com,186139.0,18.0,1529.0,0.0,16.400471,-0.21327293
CVR REFINING LP,www.cvrrefining.com,15093.0,17.0,2684.0,0.0,17.088463,-0.18999758
CVS HEALTH CORP,www.cvshealth.com,7241.0,41.0,2528.0,2.0,17.974234,0.93996203
CWC ENERGY SERVICES CORP,www.cwcenergyservices.com,139986.0,7.0,527.0,0.0,19.252352,-0.37810045
CYBERARK SOFTWARE LTD,www.cyberark.com,21002.0,46.0,2464.0,3.0,22.805098,0.90989089
CYBEROPTICS CORP,www.cyberoptics.com,14108.0,7.0,301.0,11.0,14.920360999999998,-0.46182942
CYCLACEL PHARMACEUTICALS,www.cyclacel.com,160809.0,24.0,1424.0,2.0,20.357836,-0.73594445
CYNERGISTEK INC,www.cynergistek.com,116829.0,22.0,1129.0,8.0,20.622757,-0.42999536
CYPRESS SEMICONDUCTOR CORP,www.cypress.com,12215.0,32.0,2218.0,1.0,16.511982,0.11278099999999999
CYREN LTD,www.cyren.com,121793.0,63.0,3982.0,3.0,18.518045,1.4497197
CYRUSONE INC,www.cyrusone.com,16116.0,56.0,3762.0,1.0,18.944584,0.82597601
CYTOKINETICS INC,www.cytokinetics.com,158563.0,26.0,1144.0,8.0,17.302467,0.15694715
CYTOMX THERAPEUTICS INC,www.cytomx.com,26112.0,16.0,1115.0,0.0,18.15299,0.31753141
CYTORI THERAPEUTICS INC,www.cytori.com,254096.0,16.0,785.0,2.0,15.98276,-0.24186555
DAIMLER AG,www.daimler.com,17828.0,45.0,2488.0,2.0,13.383875,0.69137502
DANA INC,www.dana.com,3734.0,28.0,1550.0,2.0,17.966677,0.60153514
DANAHER CORP,www.danaher.com,3735.0,14.0,498.0,0.0,17.915873,0.45036271
DANSKE BANK AS,www.danskebank.com,15552.0,14.0,455.0,0.0,12.517591,-0.47036988
DARLING INGREDIENTS INC,www.darlingii.com,30651.0,20.0,1551.0,0.0,18.609447,0.099780798
DASEKE INC,www.daseke.com,24552.0,6.0,275.0,0.0,16.17063,-0.70685965
