listing_id,id,date,reviewer_id,reviewer_name,comments
58506,220138237,2022-02-08,18210689,Diane,Good quiet location
58506,219173514,2022-02-08,126167594,Stuart,"Good location, lots of room"
58506,218615311,2022-02-08,26151644,Kelley,"John was a great host. Quick to respond. In the studio was lots of maps, information about buses etc. This was handy to have. <br/>We were travelling with our 2 children and this studio was perfect for us. Easy walking distance to the buses to the city. Was lovely to come back to somewhere peaceful in the evenings. John was great and gave us a lift to the ferry in mosman bay to get to circular quay. If you get a chance go to balmoral beach for the fish and chips. It is a 30 minute walk from the studio (the walk back is tough as up a huge hill). <br/>The studio was equipped with everything we needed. Would definitely recommend."
58506,216455534,2022-02-08,77437521,Ian,"Fantastic location, great sIze, very welcoming host. Thanks for a great time, John! Ian and Di"
58506,215298521,2022-02-08,156210173,Leon,John is a very friendly helpful host. Very quick with email replies. The property was ideal for whatbwe needed it for. The only slight downside is the transport into the City from the area. Which isn't anything to do with the property.
58506,243982410,2022-02-08,128905253,Jason,"Lovely light filled studio, well located and family friendly"
58506,214924900,2022-02-08,76902663,Eleisha,"Great space, lovely suburb, John was fantastic and really helpful to ensure we got the most out of our stay. John even had a soccer ball for our boys! Recommended."
58506,245563554,2022-02-08,173413506,Caroline,Nice place to stay. Great communication before our arrival and John gave loads of local tips when we arrived. Garden is lovely and you have your privacy but John and Pamela are on hand if you have any questions.
58506,248178617,2022-02-08,74245586,Tim,"This is just an amazing find - a perfect haven with great access to the centre by bus or ferry.<br/><br/>Perfect hosts, lovely thoughtful touches, easy check-in and comfortable beds.<br/><br/>Great value for money to boot!"
58506,349614861,2022-02-08,2767268,Sarah,We had a great stay at John and Pam’s home. The house had a light and modern fresh feel to it yet it was perfect and very comfortable for our young family. John and Pam were both more than willing to give us help and suggestions of what to do and how to get where we wanted to go. We really enjoyed our stay and hope we can come again!
58506,347151444,2022-02-08,210424638,Gillian,"Lovely peaceful studio, beautiful surroundings and lovely garden. Spacious and nice atmosphere, centrally positioned for visiting Sydney and surrounds."
58506,345743535,2022-02-08,89839396,Sébastien,"John's appartement is perfect for a family or a couple in a very calm place of Sydney. You can easily travel with the bus from there to the different interesting points around. John is a really good host, he helped us the first day for the bus and gave us useful information about Sydney. For sure I'll take another time this appartement if I come again in Sydney."
58506,341821469,2022-02-08,30510205,Emma,"Very limited kitchen by Australian standards,  no oven and only a bar fridge. Ok for a night or 2 but an extended stay with a family would be difficult."
58506,338546278,2022-02-08,208031064,Abhishek,Awesome host. guided us for things to do or not/places to visit.<br/>A perfect home for long or short term stay... Perfect place to stay- put if you have ur own vehicle... however place is well connected by govt buses.
58506,336065918,2022-02-08,8310825,Angela,During my stay I needed to decorate a cake and all the amenities in the kitchen were all available. Good heating and comfortable beds.
58506,333129970,2022-02-08,110724018,Natalie,"John’s place is comfortable and has everything you need- a home away from home. We travelled with 3 young children and we found the accommodation perfect for our needs. <br/><br/>John and Pam respected our privacy however were friendly, hospitable and provided great tips for things to do around Sydney with young children (on a couple of very wet Sydney days). The little backyard area was just gorgeous and the children loved exploring. <br/><br/>So close to public transport, supermarket and of course to the City centre. <br/><br/>We’d highly recommend John’s place to a family with children who are looking for a base for a Sydney getaway."
58506,331170609,2022-02-08,28030119,James,John is very affable and informative. It is a brilliant location.
58506,327487200,2022-02-08,189007887,Lesley,The Studio is well situated with easy access to public transport. John is a helpful and considerate host and the Studio contained everything we needed for a comfortable stay. We will definitely stay again.
58506,323545738,2022-02-08,5512904,Alex,"Great value, perfect and secluded little  get away"
58506,280279609,2022-02-08,166619087,Natasha,"Pam and John are excellent hosts.  We came from the UK and John was there to meet us and get us settled in. They checked up on us every so often to make sure we were okay and needed anything.<br/>The space is homely. Its not a sparkly shiny hotel, but a lived in studio apartment.  It has the amenities you need - Kettle, fridge, washing machine, basic cooking supplies, beds, shelves, sofa etc. We stayed for 5 weeks with no  issues. There is a nice backgarden for the summer time. The location is outside of the city center - it is a 15 minutes bus ride to the city from the bus stop at the top of the road. <br/>We would recommend this studio :)"
58506,264472305,2022-02-08,64820994,Vivian,thanks for john and Pamela's.these 2 beautiful days will keep in my mind for a lonnnnng time: the beautiful fireworks we watch in your sofa，the beautiful green views out of the living room，the small paths beside your house，and the two lovely people:the accommodating gentleman and the elegant lady.<br/>i will give a 5star recommend on this journey~ you can drive to city center injust15 minutes ，or by bus is also very convenient. it's quite and beautiful and safe. i love here， you will also^_^
58506,257632285,2022-02-08,80906390,Vicki,Fabulous apartment in a great area. Easy to get the bus into Sydney and great range of shops nearby. <br/>Pam and John were fabulous hosts giving us lots of local tips and even a couple of lifts which made life very easy! <br/>Would definitely recommend.
58506,254971177,2022-02-08,175566847,Kay,"Friendly & helpful hosts.<br/>Great location, private & quiet.<br/>Spacious living area."
58506,251957098,2022-02-08,24314771,David,"Quiet, peaceful and private location. The only noise in the morning was the kookaburras, which we loved."
58506,247257519,2022-02-08,14745445,Peter,"John provided really good communication prior to our arrival, so there were no problems when we did arrive. We were only in Sydney for a couple of days to catch up with friends who were also in town, so we did not spend a lot of time in Studio Yindi. The accommodation was all that it said it was and it had everything that was needed."
58506,213398437,2022-02-08,101187704,Georgina,Very happy with our stay. John was helpful.  Our kids loved all the wildlife in the garden.
58506,206749195,2022-02-08,53927343,Sandra,"Gorgeous, light space and the greatest hospitality a young family could wish for. So kid-friendly! Also fantastic neighborhood which was easily discovered thanks to all the great tips and support John and Pamela gave us. Amazing people!"
58506,204379939,2022-02-08,17180478,Kate,"Room studio, quiet yet convenient location. Excellent value for money."
58506,131314748,2022-02-08,28486634,Olivia,"Great value, very good location. Very nice apartment at the back of the house. Plenty of spaces to park the car. Great host with easy and quick communication. We'll definitely come again!"
58506,130146950,2022-02-08,100798656,수영,The host is very kind. <br/>one episode. we had to arrive home at 10 pm. He gave us a ride to the nearest store so we could buy some food.
58506,126872370,2022-02-08,62415129,Mary Grace,A lovely basic accommodation Great  helpful hosts Need car as ground is hilly  <br/>There are frequent buses to city and elsewhere but mostly you have to walk uphill to Military road If using a car there is no problem Within easy reach of city and beaches too!
58506,122761184,2022-02-08,91404330,Кристина,"I would like to say thanks for John and for him worrying about our staying in the apartment. Everything was clean and ready then we arrived. Thank you for good communication and explaining of all details in public transportation, locations, great places for visiting in Sydney."
58506,121941574,2022-02-08,10710557,Kali,"John and Pam were very welcoming and helpful in suggesting activities when the weather wasn't what we expected. I especially appreciated the loan of rain gear and warmer clothes. There are buses nearby, though not as frequent as we would have liked.
<br/>The studio was well appointed with everything we needed for our stay. And the beds were comfortable."
58506,120799646,2022-02-08,23431798,Hanzi,"John and Pan are very nice, my family and me all felt  warm welcomed. Studio Yindi locates in a quiet and safe neighborhood. It is highly recommended."
58506,116085671,2022-02-08,91771443,Carol,"John was very welcoming and a has wonderful local knowledge.  The apartment is very comfortable, private and quiet, with a lovely garden and outdoor seating to enjoy. It is quite an exclusive area of Sydney, but could be difficult without a car.
<br/>We would love to return and have time to do more of the harbour walks in the area."
58506,115449264,2022-02-08,50842522,Liane,John was a fantastic host. The apartment is in a quiet street but still very central. The photos are definitely representative of the apartment which is quite roomy and has everything you need for a short stay. Thanks John! 
58506,114641436,2022-02-08,96523598,Damienn,"We loved this place. My wife, kids and I had a great time here and were pleasantly surprised with how beautiful the lush the outlook was from the studio. We fell in love with the Mosman area which was also a surprise.
<br/>John was very helpful and an excellent host. "
58506,114225048,2022-02-08,52901759,Gary,Excellent accommodation and John was very helpful
58506,113047291,2022-02-08,84976979,Christine,"Great space - convenient for exploring Sydney, and perfectly comfortable for our needs. Parking for our rental in the street nearby, and (very handy access to the bus system). A great visit - John was more than helpful and accomodating to our travel plans. Thank you!"
58506,112748017,2022-02-08,19304678,Haley,John was very welcoming and accommodated our late arrival. The place was perfect for what we required and although our stay was short Studio Yindi made it so relaxing when we were able to spend time there. Would love to stay again. 
58506,111829657,2022-02-08,70108666,Mirkka,"John's place was a good place for checking out the city. Busses run close by, and the modest apartment has everything you could need. "
58506,110903681,2022-02-08,76710782,Evelyne,"Notre hôte a été très accueillant, il nous a donné plein de bons conseils et de bonnes adresses pour manger
<br/>À notre arrivée il nous a emmené en voiture pour nous montrer oú faire nos courses et comment se déplacer depuis chez lui
<br/>La maison est situé dans un quartier charmant de Sydney, vallonné et donnant sur une des nombreuses baies
<br/>Le studio est confortable et simple, les transports en commun sont rapidement accessibles mais attention ça monte !
<br/>Les propriétaires habitent à l'étage de la maison et le studio est situé sous leur terrasse qui est très grande.
<br/>Tout ce qu'il faut pour visiter en 4 jours Sydney 
<br/>Merci encore à John pour sa gentillesse et son accueil"
58506,109995876,2022-02-08,99284963,Lisa,"Lovely, no fuss, clean, quiet accommodation over-looking a glorious sunlit garden. The bus to the city is 50metres and only a short 15min trip to the city. John provided helpful travel tips and was very easy to communicate with."
58506,136018508,2022-02-08,26229742,Brooke,"We enjoyed our stay at Johns.  This is good accommodation, especially if there is 4 of you, keeping in mind there is 2 single bunk beds & a double bed.  Being surrounded by garden was lovely & we felt safe being there.<br/>Thank you "
58506,136635587,2022-02-08,10529728,Stan,"John's apartment was quite comfortable to stay in, with a beautiful view. It's not that close to shops, but is just a short uber from the Taronga ferry. "
58506,138054535,2022-02-08,69736679,Kryštof,"Apartment was not ready on time even, that host asked on time of arrival. First day host told us, that wifi is down and he will buy new router..wifi was available after 6 day from 7 day stay. All apartment was not cleaned well ( tile, carpet, couch, toilet, etc.). Towels which was available from host was used too much..dirty spots. Decription of the apartment was different from reality. It was not private apartment, but almost shared flat with host."
58506,139137555,2022-02-08,11096327,Luke,"John is an excellent host and offers his vast wealth of knowledge on Sydney and the surrounding area. Is fair to say that Mosman is a very wealthy and upmarket part of the city, 100% safe and friendly. <br/><br/>The apartment is located under Johns house and offers a vast living area for the money. The kitchen is basic but you could cook a simple meal, the local restaurant choices are extensive and of excellent quality. The 243 bus leaves for Sydney CBD at the top of the road which is a couple of mins walk. Get yourself an OPAL card for easy, stress free public transport.  <br/><br/>If you have kids (like us) the apartment offers an excellent alternative to a hotel as it gives you the room to spread out. <br/><br/>I loved my stay in Sydney and Mosman has some fantastic beaches, so don't hesitate to book this place as for the money it's a bargain "
58506,202765094,2022-02-08,97749571,Leonard,Great space. Hosts very good at communications let us check in a bit earlier which was welcome after long flight. Location nice and peaceful a bit like rainforest feel with birds chirping etc. Easy to get anywhere  . would use again if in Sydney
58506,200849077,2022-02-08,134640746,Paran,My parents were especially pleased.<br/>Mosman is a good neighborhood for a walk every day.
58506,199421921,2022-02-08,146090957,Andrew,"John and Pamela were relaxed, friendly and accommodating. A great introduction for us to Airbnb."
58506,198577401,2022-02-08,963235,Lynne,"We were on holiday in Sydney for a week (2 adults, 2 children). We chose this accommodation based on past reviews and have to say the accommodation was ideal and in a fantastic location in a quite suburb. Transport into the city was a 20min bus ride from a stop just metres away. As we had a car we also used the Mosman ferry terminal which was a 10 min drive and the views into Circular Quay were amazing. <br/>We had all the facilities we needed and John and Pam were the perfect hosts,  with nothing too much trouble. If your looking for a great air bnb experience in Sydney look no further."
58506,194983239,2022-02-08,39701800,Ikhwan Aizuddin,Location is great for public transport. Very quiet neighbourhood for relay your mind. All facilities in the house in good condition.
58506,192110916,2022-02-08,24736613,Rebecca,"Thanks John, we greatly enjoyed our stay"
58506,156258822,2022-02-08,39014097,POh,"Studio Yindi has been a great 7 night stay for my family of three. Excellent view, near to bus stop that will bring you to the city, comfortable beds & basically a great place to chill for family a vacation. <br/><br/>John was very friendly and helpful; giving us advise, being really flexible with our check-out timing etc. Would totally recommend you to stay in his apartment! <br/>Thank you John for hosting us:)<br/><br/>Cheers:)"
58506,355818950,2022-02-08,46266104,Mazen,He is a great Aussie host.
58506,153351747,2022-02-08,129957709,Allison,"Lovely view, beautiful area"
58506,151080353,2022-02-08,126823078,Lara,Thanks John for everything. Great location. 
58506,149354819,2022-02-08,40469885,Valentine,"Confortable studio, close to The transport and John is very attentive to your need<br/><br/>(Sorry for The bad english)"
58506,148061253,2022-02-08,23007046,Jessica,We had a lovely stay while in Sydney for a workshop. Would visit again.
58506,145576867,2022-02-08,19769451,Asa,"We had a great couple of nights' stay at John and Pam's place. They were very helpful hosts who communicated well and answered any questions we had, particularly with regards to transportation. The accommodation was roomy and very functional and peaceful. Stepping out in the local area was beautiful, and we discovered a good playground nearby. "
58506,144457625,2022-02-08,113942155,Sungeun,"John was very kind and friendly. <br/>Really nice host.<br/>My friends and me had really good time in John's house.<br/>It's a beautiful,quite,clean place.<br/>We met cute and pretty birds every morning and saw many stars twinkling up in the sky every night. <br/>We will never forget this momories."
58506,141968544,2022-02-08,70268052,Eric,John's place is absolutely incredible!<br/>He was very nice to welcome and say goodbye to us during check-in & check-out.<br/>Lots of toys are available for our kids in the apartment and the garden.<br/>The proximity to the city cannot get any better and the view is beautiful. I was given a brief overview of the nearby history of the area and recommendations which was very helpful for being a first-timer in Sydney. The room and apartment is clean and good location to many places with plenty of fun things to do within the city. <br/>We would definitely stay here again.
58506,139900510,2022-02-08,17173448,Tom,John is a very helpful host. The accomidation is clean comfortable and with enough room to spread out and enjoy the view.  
58506,151714098,2022-02-08,76221361,Joseph,"Great place, great location and great bloke. Highly recommended."
58506,109479128,2022-02-08,5051134,Deborah,"John made us feel very welcome immediately. We liked it when he told us stories of the area and also his own family and work history. The space is so light and airy and was a great place to relax and rejuvenate before our family wedding event. The beds were very comfy, and John even found another mattress for us when we needed it. "
58506,359986722,2022-02-08,187264334,Agata,"John and Pam are open, friendly and most helpful hosts. You will get all the tips you need to visit most interesting spots in Sydney. You can count on a pleasant chat every day. The studio is clean and has all the appliances you need to spend there holiday with kids."
58506,366585604,2022-02-08,117161804,Ronnie,"Johns place in Mosman was perfect for I and two friends. It was easy to get there and it was in a quiet and beautiful area. It was close to stores and the beach of Balmoral was just a short walk away. It is quite cheap taking an Uber into the CBD of Sydney or take the ferry and see Sydney from the water. John was very helpful and always answered fast if one had any questions. If you are looking for a place that has space, not in the middle of everything and is affordable this is the place."
58506,764572262,2022-02-08,22964829,Rebekah,Lovely location and great accomodation. Thanks John!
58506,741376067,2022-02-08,80075849,Melissa,Floor to ceiling windows that warp around the majority of studio giving you a magical view into the nature that abounds. The place has a very bohemian feel which to me is very Los Angeles. It’s roomy and it’s very private. You get a lot space for the price.
58506,717284677,2022-02-08,164167833,Karren,John’s place was great excellent location lovely accommodation good communication
58506,715062268,2022-02-08,2626059,Damien & Phoebe,"Perfect place for our weekend in Sydney with our two young boys. Really big spacious Studio, and with separate bedroom with the boys' bunks which was great for the evenings! Gorgeous location. Really well fitted out with everything you'd need, some great local tips and thoughtful little touches - bottle of milk, tea & coffee etc etc. John was also very generous with early check-in/ late check-out as they had no one either side of us - much appreciated. Overall, great little find!"
58506,714195739,2022-02-08,5428167,Fede,"Fantastic views, the garden is great for little kids. The place is located right in the middle harbour, very close to beautiful trails and schools. The hosts are very kind and generous, they have created a beautiful home for travelers."
58506,661975921,2022-02-08,99639740,Bob & Liz,John's place is light and spacious with a lovely view. John and Pam are great hosts.
58506,643130440,2022-02-08,9475705,Guy,"Fantastic place... one of the best! Clean, comfortable, stocked with everything terrific hosts and a great vista."
58506,622936527,2022-02-08,341871681,Sean,"Despite being in a global lockdown situation, Yindi and our hosts provided exceptional hospitality. The space in Yindi Studio provides a bright, airy and funky living and working area. The floor to ceiling windows can be drawn back allowing the noise of wildlife to fill the space, as well as cool it down quickly. <br/>The garden and patio is well maintained and a great place to enjoy dining outdoors..<br/>If you like walking this place is a perfect base to explore Sydney Harbourview National Park as well as the retail opportunities available in Mosman and beyond."
58506,609410035,2022-02-08,207675348,Darren,Great location. Johns interaction and area knowledge extremely helpful. Suburb has a great vibe and hospitality facilities
58506,608500142,2022-02-08,275485771,Joan,Place looking tired and cluttered and needs a lot of attention
58506,598379926,2022-02-08,317597717,Kate,"Nice and quiet, a bit tired. Easy street parking in a lovely area."
58506,593130721,2022-02-08,79226178,Gerry,"It’s a reasonable space, but appeared tired and worn. Expected a greater level of cleanliness throughout. There is only 2 cooking rings in kitchen, no oven and a very small TV.<br/>The unit is in a quiet residential area, but it is very hilly if you are walking, and Mosman shops are 20 minute walk."
58506,589425143,2022-02-08,2120581,Anton,"This is a large, modern, bright, open space.  It has everything you need for a comfortable stay.  John is a flexible, welcoming host who provides great tips about local amenities and transportation.  You are relatively close to a remarkable and stylish restaurant and shopping area.  Taronga Zoo is a short bus ride away as are ferries to the city.  There is quick bus service to the city almost at your doorstop.  The only drawback is that the bus is only hourly and does not operate Sunday evenings.  Other buses are a bit of a hike away, over hilly streets.  If you are happy to be out of the center of the city - and there are reasons to be - this is an excellent choice.  The value for such a large, sophisticated space is excellent."
58506,584332931,2022-02-08,255591507,Carole,"Exactly what it says on the tin! Comfortable, pleasant, good location and friendly, helpful hosts."
58506,581081120,2022-02-08,129025610,Kate,Another great stay at Studio Yindi! Perfect for kids. We hope to be back.
58506,767617231,2022-02-08,275604326,Cherrie,"A beautiful little hidden gem that we were over joyed to find! <br/>The on street parking was a little difficult at times but well worth it for the beautiful view you wake up to each morning. Not only did it have all the comforts of home, John was more than happy to arrange early check in. The whole area is full of wonderful places to see and only 5 mins drive from The Four Frogs Creperie... Definitely worth visiting!"
58506,578797927,2022-02-08,313508212,Shane,"Bus is close, nice home environment better than a motel for a family group."
58506,768477074,2022-02-08,21001258,Kristian,"We really enjoyed our stay with John and Pam. The studio is well appointed, quite large, clean and comes with access to a well maintained garden. The location is close to the water and within walking distance to shops, restaurants and public transport. John and Pam are lovely and went out of their way to make our stay as comfortable as possible. Highly recommended!"
58506,388578063563901392,2022-02-08,12407483,John,"Absolutely amazing location, and place was fantastic, so much room for us and our two small children. Easy to get around and the John was fantastic with us booking late - highly recommend"
58506,556064905135040489,2022-02-08,28741271,Suzanne,Great self contained unit with outside space. Walkable to all local amenities and attractions.
58506,542203198614212450,2022-02-08,110391371,Denise,Great location in Mosman - well located to access the zoo and walk to Balmoral.  Welcoming and lovely hosts.
58506,540106872451108956,2022-02-08,303441,Aaron,"Lovely spot and gracious hosts. Fantastic place to stay, highly recommended"
58506,534838710385455440,2022-02-08,111245116,Natalie,"Unfortunately due to a Covid scare within my household the day I was supposed to check in, I wasn’t able to make the reservation. John was very understanding of the situation and I was so appreciative of that. I look forward to rebooking my stay as soon as I can."
58506,530672503107165321,2022-02-08,273249881,Shanira,"Such a beautiful studio, clean and comfortable, with all the amenities you need and excellent location close to the local beaches and city. The hosts are also so kind and helpful. Really enjoyed out stay!"
58506,529234890379166328,2022-02-08,68147905,Caro,"What a gem! This is a lovely space in a quiet area tucked away in a beautiful part of Sydney. The unit is set up as a very comfortable and relaxing space, with easy access and parking. <br/><br/>John and Pam are lovely hosts who made sure we had what we needed and shared a bit of what life is like living in Mosman. We couldn’t ask for better communication. <br/><br/>We highly recommend this stay for anyone looking for a quiet and comfortable getaway in a beautiful area."
58506,525586204754681364,2022-02-08,9768120,Jacquetta,Studio Yindi is a wonderful haven in Sydney and  was a great place for us to base ourselves.  The garden is gorgeous and the space is multifunctional. We loved our stay - and John and Pam were delightful hosts.
58506,516936569579062067,2022-02-08,6678795,Giulietta,John and Pam's place was perfect for us and our 3 year old. A bright and airy space equipped with everything you could possibly need and a lovely garden to explore. The hosts made us feel very welcome and even put our shopping order in the fridge for us before our arrival. <br/>I'd happily come back and stay next time we're in Sydney!
58506,512515250832836861,2022-02-08,15841187,Megan,"Studio Yindi @ Mosman was exactly as described and was very suitable for us wanting a great value place to crash while in Sydney for a couple of days for work, 2 adults & 1 toddler."
58506,506778729136985121,2022-02-08,212895960,Kerrie,Wonderful property.<br/>John is a fabulous host and highly recommend the property very convenient and quiet.
58506,505236342587972132,2022-02-08,233071437,Oskar,10/10 highly recommend!!
58506,495861284152586797,2022-02-08,12279106,Douglas,Great place to stay in Mosman.
58506,492939141539448426,2022-02-08,27387746,Lesley,Lovely owners and a perfect place to stay.  thank you so much.
58506,458244182117755971,2022-02-08,285261275,Robert,"Thank you to John for being such a wonderful and helpful host. It has been a pleasure staying here, we have thoroughly enjoyed our time."
58506,392976418808160879,2022-02-08,387464191,Chon,"Thank you John and Pam for a lovely and comfortable stay, your beautiful home was the perfect location to shops, function venues and sights such as Taronga zoo, Manly etc.<br/>Clean, quiet and tidy and the bed sheets were clean and smells fresh ! thank you for the extra blankets provided especially during this cooler months.<br/>Thank you last but not least for always communicating with us if we have any questions, we really had a lovely stay.<br/>Thank you"
58506,770671789,2022-02-08,132585384,Michelle,"Very happy to recommend this place. There was a bit of noise concerns from the hosts living above which resulted in some undesirable 7am starts to the day, but only on 2 out of the 5 nights we stayed, and this was definitely made up for by the beautiful view and location, and very friendly hosts, who were understanding and apologetic."
58506,578208971,2022-02-08,219445834,Olivier,Nice place to stay in Sydney... only 20 minutes by bus to the city !! I will recommended to stay
58506,574935978,2022-02-08,314890176,Sayeed Ibn,Excellent
58506,573335740,2022-02-08,305418739,Max,The airbnb is amazing. You have a lot of room and the hosts are really nice. They even came around and explained some things about Mosman to us and what we can do there. It was super clean too!
58506,452309702,2022-02-08,50087689,Gary,"John was a terrific host. Very knowledgeable about the area, things to do and see and how to get around. The studio was also exactly what we needed. Had a great stay!"
58506,449920486,2022-02-08,123673179,Rodney,"Lovely location, great place and John is a great host"
58506,449075293,2022-02-08,222827481,Gertrud Elisabeth,"Bewertung für die Unterkunft <br/><br/>Studio ""Yindi "" in Sydney RD House Mosmann 28 Congewoi <br/><br/>Das Studio war sehr hell und schön. Es war alles vorhanden was wir brauchten und sehr gepflegt.<br/><br/>John war sehr freundlich und vor allem sehr hilfsbereit. Seine Ausflugstipps waren sehr wertvoll.<br/><br/>Ich empfehle diese Unterkunft unbedingt weiter!"
58506,438899562,2022-02-08,14998709,Leanne,"We had a wonderful stay at Studio Yindi.  John and Pam are wonderful hosts - their communication was excellent and the perfect balance of information, which respecting privacy. The panorama windows provide the loveliest garden outlook - so peaceful, but yet so close to everything. The studio is very comfortable and homely with everything you need. It is so spacious with a large relaxing  lounge area and separate dining .. as well as outdoor seating in the lovely yard.  The bedding set up is great with privacy in such a lovely  open space. The comfortable beds and the extras of great coffee and a few supplies made for a great couple of days!! Thank you John and Pam."
58506,436771045,2022-02-08,239818357,Lisa,"The accommodation is in a beautiful location, private, self contained and very clean and tidy. No need for a car as public transport is excellent. John and Pam are excellent hosts."
58506,433677290,2022-02-08,10513014,Mirjam,"Studio Yindi is a very generous space with panorama windows into greenery. Very comfy masterbed in loft-style main space; kids were happily tucked away in the small bedroom. If you're lacking anything, just ask John and his lovely wife and they will surely try to assist!"
58506,432752699,2022-02-08,25973120,Carol,"Unfortunately this was THE WORST Airbnb we have ever stayed in. <br/>Obviously you get what you pay for. But I didn’t expect the uncleanliness we experienced here. <br/>The pillows were old and had a disgusting odour. The bed linen was old and didn’t feel clean. There was a hole in the ceiling above the bed. <br/>The kitchen table was sticky. The dishwashing liquid was empty. The cutlery was dirty. <br/>There was a disgusting odour coming from the bathroom floor drain. <br/>Both bottles of soap in the shower were were empty. One had a small amount watered down. No shampoo or conditioner. <br/>The windows and entry glass doors were filthy. <br/>The floor was sticky near the entry. <br/>There was dust and cobwebs. <br/>It was NOISY. <br/>We could here the hosts above us talking, walking around, and moving furniture. All evening!<br/>The neighbours were only a couple of metres away so we could hear them clearly. And they were LOUD!<br/>At 7 am they started sanding the deck next door metres from our bed. <br/>We packed up and left. Even though we were booked in for a second night. <br/>IT WAS A NIGHTMARE."
58506,431443260,2022-02-08,33717669,Christopher,"John and Pam were so lovely and so helpful with everything, they really went the extra mile for us. The studio is great with huge airy windows. We stayed for a month with our 7month old baby and it was a great place to stay as a family."
58506,417329422,2022-02-08,182517937,Holly,"John is a great friendly host who is very knowledgeable and helpful. His place is great value for money, great large studio with basic kitchen, really comfy beds and close to public transport. We really enjoyed our stay here."
58506,415926420,2022-02-08,200468750,Alberto,"Muy bien, todo bien"
58506,414199770,2022-02-08,77760392,Stephen,John and his wife were brilliant hosts. They took the time to welcome us into their house and answered any queries we had. They were very knowledgeable about the transportation in and around Brisbane. Would definitely stay again
58506,412956739,2022-02-08,223917281,Rebecca,Great place and John was lovely!
