,Date,Company Name,Link,Score
69,2023-05-25,Abercrombie & Fitch Co.,https://www.sustainalytics.com/esg-rating/abercrombie-fitch-co/1008232113,"15.4


 
 
 
 
 


Low ESG Risk"
70,2023-05-25,Abertis Infraestructuras SA,https://www.sustainalytics.com/esg-rating/abertis-infraestructuras-sa/1008755107,"7.1


 
 
 
 
 


Negligible ESG Risk"
71,2023-05-25,ABG Sundal Collier Holding ASA,https://www.sustainalytics.com/esg-rating/abg-sundal-collier-holding-asa/1010850766,"29.2


 
 
 
 
 


Medium ESG Risk"
72,2023-05-25,"Ability Enterprise Co., Ltd.",https://www.sustainalytics.com/esg-rating/ability-enterprise-co-ltd/1017737226,"20.8


 
 
 
 
 


Medium ESG Risk"
73,2023-05-25,"ABL Bio, Inc.",https://www.sustainalytics.com/esg-rating/abl-bio-inc/2004916118,"37.1


 
 
 
 
 


High ESG Risk"
74,2023-05-25,"ABLE C&C Co., Ltd.",https://www.sustainalytics.com/esg-rating/able-c-c-co-ltd/1028727676,"30.9


 
 
 
 
 


High ESG Risk"
75,2023-05-25,Abliva AB,https://www.sustainalytics.com/esg-rating/abliva-ab/1032072107,"30.1


 
 
 
 
 


High ESG Risk"
76,2023-05-25,"ABM Industries, Inc.",https://www.sustainalytics.com/esg-rating/abm-industries-inc/1008128325,"13.6


 
 
 
 
 


Low ESG Risk"
77,2023-05-25,ABN AMRO Bank NV,https://www.sustainalytics.com/esg-rating/abn-amro-bank-nv/1103993735,"19.8


 
 
 
 
 


Low ESG Risk"
78,2023-05-25,"Aboitiz Equity Ventures, Inc.",https://www.sustainalytics.com/esg-rating/aboitiz-equity-ventures-inc/1008759703,"39.5


 
 
 
 
 


High ESG Risk"
79,2023-05-25,Aboitiz Power Corp.,https://www.sustainalytics.com/esg-rating/aboitiz-power-corp/1038733138,"30.1


 
 
 
 
 


High ESG Risk"
80,2023-05-25,ABOUT YOU Holding SE,https://www.sustainalytics.com/esg-rating/about-you-holding-se/2008784579,"16.2


 
 
 
 
 


Low ESG Risk"
81,2023-05-25,abrdn European Logistics Income Plc,https://www.sustainalytics.com/esg-rating/abrdn-european-logistics-income-plc/2005552935,"32.1


 
 
 
 
 


High ESG Risk"
82,2023-05-25,abrdn Plc,https://www.sustainalytics.com/esg-rating/abrdn-plc/1013341901,"16.7


 
 
 
 
 


Low ESG Risk"
83,2023-05-25,abrdn Property Income Trust Ltd.,https://www.sustainalytics.com/esg-rating/abrdn-property-income-trust-ltd/1017776792,"15.4


 
 
 
 
 


Low ESG Risk"
84,2023-05-25,Absa Group Ltd.,https://www.sustainalytics.com/esg-rating/absa-group-ltd/1008756207,"28.0


 
 
 
 
 


Medium ESG Risk"
85,2023-05-25,Absci Corp.,https://www.sustainalytics.com/esg-rating/absci-corp/2004810693,"19.5


 
 
 
 
 


Low ESG Risk"
86,2023-05-25,Absolute Clean Energy PCL,https://www.sustainalytics.com/esg-rating/absolute-clean-energy-pcl/2006667846,"20.1


 
 
 
 
 


Medium ESG Risk"
87,2023-05-25,Absolute Software Corp.,https://www.sustainalytics.com/esg-rating/absolute-software-corp/1014728399,"24.1


 
 
 
 
 


Medium ESG Risk"
88,2023-05-25,Abu Dhabi Commercial Bank,https://www.sustainalytics.com/esg-rating/abu-dhabi-commercial-bank/1017162097,"21.0


 
 
 
 
 


Medium ESG Risk"
89,2023-05-25,Abu Dhabi Crude Oil Pipeline LLC,https://www.sustainalytics.com/esg-rating/abu-dhabi-crude-oil-pipeline-llc/2005493832,"37.8


 
 
 
 
 


High ESG Risk"
90,2023-05-25,Abu Dhabi Islamic Bank,https://www.sustainalytics.com/esg-rating/abu-dhabi-islamic-bank/1017142221,"34.1


 
 
 
 
 


High ESG Risk"
91,2023-05-25,Abu Dhabi National Energy Co. PJSC,https://www.sustainalytics.com/esg-rating/abu-dhabi-national-energy-co-pjsc/1031318814,"27.1


 
 
 
 
 


Medium ESG Risk"
92,2023-05-25,Abu Dhabi National Hotels,https://www.sustainalytics.com/esg-rating/abu-dhabi-national-hotels/1016965298,"32.2


 
 
 
 
 


High ESG Risk"
93,2023-05-25,Abu Dhabi National Insurance Co. PSC,https://www.sustainalytics.com/esg-rating/abu-dhabi-national-insurance-co-psc/2000981230,"33.9


 
 
 
 
 


High ESG Risk"
94,2023-05-25,Abu Dhabi National Oil Co. for Distribution PJSC,https://www.sustainalytics.com/esg-rating/abu-dhabi-national-oil-co-for-distribution-pjsc/1017586189,"24.7


 
 
 
 
 


Medium ESG Risk"
95,2023-05-25,Abu Dhabi Ports Co. PJSC,https://www.sustainalytics.com/esg-rating/abu-dhabi-ports-co-pjsc/2002720442,"13.4


 
 
 
 
 


Low ESG Risk"
96,2023-05-25,"AC Energy, Inc.",https://www.sustainalytics.com/esg-rating/ac-energy-inc/2001011498,"22.3


 
 
 
 
 


Medium ESG Risk"
97,2023-05-25,AcadeMedia AB,https://www.sustainalytics.com/esg-rating/academedia-ab/1044705861,"16.2


 
 
 
 
 


Low ESG Risk"
98,2023-05-25,"Academy Sports & Outdoors, Inc.",https://www.sustainalytics.com/esg-rating/academy-sports-outdoors-inc/2008158654,"15.5


 
 
 
 
 


Low ESG Risk"
99,2023-05-25,"Acadia Healthcare Co., Inc.",https://www.sustainalytics.com/esg-rating/acadia-healthcare-co-inc/1034137982,"28.8


 
 
 
 
 


Medium ESG Risk"
100,2023-05-25,"ACADIA Pharmaceuticals, Inc.",https://www.sustainalytics.com/esg-rating/acadia-pharmaceuticals-inc/1008561959,"33.0


 
 
 
 
 


High ESG Risk"
101,2023-05-25,Acadia Realty Trust,https://www.sustainalytics.com/esg-rating/acadia-realty-trust/1008211437,"15.0


 
 
 
 
 


Low ESG Risk"
102,2023-05-25,"AcBel Polytech, Inc.",https://www.sustainalytics.com/esg-rating/acbel-polytech-inc/1016814373,"20.0


 
 
 
 
 


Low ESG Risk"
103,2023-05-25,ACC Ltd.,https://www.sustainalytics.com/esg-rating/acc-ltd/1008752048,"29.9


 
 
 
 
 


Medium ESG Risk"
104,2023-05-25,"Accel Entertainment, Inc.",https://www.sustainalytics.com/esg-rating/accel-entertainment-inc/2007466938,"17.6


 
 
 
 
 


Low ESG Risk"
105,2023-05-25,"Accelink Technologies Co., Ltd.",https://www.sustainalytics.com/esg-rating/accelink-technologies-co-ltd/2001601833,"21.4


 
 
 
 
 


Medium ESG Risk"
106,2023-05-25,Accelleron Industries AG,https://www.sustainalytics.com/esg-rating/accelleron-industries-ag/2011640587,"32.1


 
 
 
 
 


High ESG Risk"
107,2023-05-25,Accent Group Ltd.,https://www.sustainalytics.com/esg-rating/accent-group-ltd/1018515196,"16.2


 
 
 
 
 


Low ESG Risk"
108,2023-05-25,Accenture Plc,https://www.sustainalytics.com/esg-rating/accenture-plc/1008850436,"9.8


 
 
 
 
 


Negligible ESG Risk"
109,2023-05-25,Accès Recherche Montréal LP,https://www.sustainalytics.com/esg-rating/acc-s-recherche-montr-al-lp/1113531054,"34.9


 
 
 
 
 


High ESG Risk"
110,2023-05-25,Access Bank Plc,https://www.sustainalytics.com/esg-rating/access-bank-plc/1028210861,"37.5


 
 
 
 
 


High ESG Risk"
111,2023-05-25,Access Prairies Partnership,https://www.sustainalytics.com/esg-rating/access-prairies-partnership/1317000088,"45.7


 
 
 
 
 


Severe ESG Risk"
112,2023-05-25,Acciona SA,https://www.sustainalytics.com/esg-rating/acciona-sa/1008754399,"17.8


 
 
 
 
 


Low ESG Risk"
113,2023-05-25,ACCO Brands Corp.,https://www.sustainalytics.com/esg-rating/acco-brands-corp/1012062850,"7.5


 
 
 
 
 


Negligible ESG Risk"
114,2023-05-25,"Accolade, Inc.",https://www.sustainalytics.com/esg-rating/accolade-inc/2001224537,"25.4


 
 
 
 
 


Medium ESG Risk"
115,2023-05-25,Accor SA,https://www.sustainalytics.com/esg-rating/accor-sa/1008527148,"22.0


 
 
 
 
 


Medium ESG Risk"
116,2023-05-25,Accton Technology Corp.,https://www.sustainalytics.com/esg-rating/accton-technology-corp/1008844337,"20.1


 
 
 
 
 


Medium ESG Risk"
117,2023-05-25,Ace Technologies Corp.,https://www.sustainalytics.com/esg-rating/ace-technologies-corp/1034402423,"25.9


 
 
 
 
 


Medium ESG Risk"
118,2023-05-25,Acea SpA,https://www.sustainalytics.com/esg-rating/acea-spa/1008594709,"20.1


 
 
 
 
 


Medium ESG Risk"
119,2023-05-25,ACEN Corp.,https://www.sustainalytics.com/esg-rating/acen-corp/1017560735,"36.4


 
 
 
 
 


High ESG Risk"
120,2023-05-25,"Acer, Inc.",https://www.sustainalytics.com/esg-rating/acer-inc/1008755559,"14.6


 
 
 
 
 


Low ESG Risk"
121,2023-05-25,Acerinox SA,https://www.sustainalytics.com/esg-rating/acerinox-sa/1008709603,"31.8


 
 
 
 
 


High ESG Risk"
122,2023-05-25,Achilles Corp.,https://www.sustainalytics.com/esg-rating/achilles-corp/1008755365,"30.5


 
 
 
 
 


High ESG Risk"
123,2023-05-25,Achmea Bank NV,https://www.sustainalytics.com/esg-rating/achmea-bank-nv/1016037174,"21.6


 
 
 
 
 


Medium ESG Risk"
124,2023-05-25,Achmea BV,https://www.sustainalytics.com/esg-rating/achmea-bv/1008870533,"19.6


 
 
 
 
 


Low ESG Risk"
125,2023-05-25,"ACI Worldwide, Inc.",https://www.sustainalytics.com/esg-rating/aci-worldwide-inc/1007913941,"21.8


 
 
 
 
 


Medium ESG Risk"
126,2023-05-25,Ackermans & van Haaren NV,https://www.sustainalytics.com/esg-rating/ackermans-van-haaren-nv/1012359558,"9.0


 
 
 
 
 


Negligible ESG Risk"
127,2023-05-25,"Aclaris Therapeutics, Inc.",https://www.sustainalytics.com/esg-rating/aclaris-therapeutics-inc/1224758065,"32.7


 
 
 
 
 


High ESG Risk"
128,2023-05-25,"ACM Research (Shanghai), Inc.",https://www.sustainalytics.com/esg-rating/acm-research-shanghai-inc/2003609634,"34.2


 
 
 
 
 


High ESG Risk"
129,2023-05-25,"ACM Research, Inc.",https://www.sustainalytics.com/esg-rating/acm-research-inc/2005424316,"32.1


 
 
 
 
 


High ESG Risk"
130,2023-05-25,ACNB Corp.,https://www.sustainalytics.com/esg-rating/acnb-corp/1008125197,"30.6


 
 
 
 
 


High ESG Risk"
131,2023-05-25,"ACOM Co., Ltd.",https://www.sustainalytics.com/esg-rating/acom-co-ltd/1008758249,"29.3


 
 
 
 
 


Medium ESG Risk"
132,2023-05-25,ACOMO NV,https://www.sustainalytics.com/esg-rating/acomo-nv/1008757256,"13.3


 
 
 
 
 


Low ESG Risk"
133,2023-05-25,Acron PJSC,https://www.sustainalytics.com/esg-rating/acron-pjsc/1028295301,"47.0


 
 
 
 
 


Severe ESG Risk"
134,2023-05-25,ACS Actividades de Construcción y Servicios SA,https://www.sustainalytics.com/esg-rating/acs-actividades-de-construcci-n-y-servicios-sa/1008658924,"29.1


 
 
 
 
 


Medium ESG Risk"
135,2023-05-25,Acter Group Corp. Ltd.,https://www.sustainalytics.com/esg-rating/acter-group-corp-ltd/1069195968,"28.4


 
 
 
 
 


Medium ESG Risk"
136,2023-05-25,Actic Group AB,https://www.sustainalytics.com/esg-rating/actic-group-ab/1432291469,"31.5


 
 
 
 
 


High ESG Risk"
137,2023-05-25,Action Logement Immobilier SASU,https://www.sustainalytics.com/esg-rating/action-logement-immobilier-sasu/2005860499,"22.5


 
 
 
 
 


Medium ESG Risk"
138,2023-05-25,Active Biotech AB,https://www.sustainalytics.com/esg-rating/active-biotech-ab/1008760212,"32.5


 
 
 
 
 


High ESG Risk"
139,2023-05-25,"Activia Properties, Inc.",https://www.sustainalytics.com/esg-rating/activia-properties-inc/1212832984,"11.6


 
 
 
 
 


Low ESG Risk"
140,2023-05-25,"Activision Blizzard, Inc.",https://www.sustainalytics.com/esg-rating/activision-blizzard-inc/1012100477,"16.1


 
 
 
 
 


Low ESG Risk"
141,2023-05-25,"Actoz Soft Co., Ltd.",https://www.sustainalytics.com/esg-rating/actoz-soft-co-ltd/2000502705,"20.8


 
 
 
 
 


Medium ESG Risk"
142,2023-05-25,"Acuity Brands Lighting, Inc.",https://www.sustainalytics.com/esg-rating/acuity-brands-lighting-inc/1014744875,"18.3


 
 
 
 
 


Low ESG Risk"
143,2023-05-25,"Acuity Brands, Inc.",https://www.sustainalytics.com/esg-rating/acuity-brands-inc/1009291454,"19.9


 
 
 
 
 


Low ESG Risk"
144,2023-05-25,Acushnet Holdings Corp.,https://www.sustainalytics.com/esg-rating/acushnet-holdings-corp/1223252086,"11.2


 
 
 
 
 


Low ESG Risk"
145,2023-05-25,ACWA Power Co.,https://www.sustainalytics.com/esg-rating/acwa-power-co/2001149741,"36.9


 
 
 
 
 


High ESG Risk"
146,2023-05-25,Adairs Ltd.,https://www.sustainalytics.com/esg-rating/adairs-ltd/1134767887,"15.9


 
 
 
 
 


Low ESG Risk"
147,2023-05-25,ADAMA Ltd.,https://www.sustainalytics.com/esg-rating/adama-ltd/1013523541,"35.9


 
 
 
 
 


High ESG Risk"
148,2023-05-25,Adani Electricity Mumbai Ltd.,https://www.sustainalytics.com/esg-rating/adani-electricity-mumbai-ltd/2006659435,"36.6


 
 
 
 
 


High ESG Risk"
149,2023-05-25,Adani Enterprises Ltd.,https://www.sustainalytics.com/esg-rating/adani-enterprises-ltd/1008761259,"38.8


 
 
 
 
 


High ESG Risk"
150,2023-05-25,Adani Green Energy Ltd.,https://www.sustainalytics.com/esg-rating/adani-green-energy-ltd/2004567447,"15.3


 
 
 
 
 


Low ESG Risk"
151,2023-05-25,Adani Ports & Special Economic Zone Ltd.,https://www.sustainalytics.com/esg-rating/adani-ports-special-economic-zone-ltd/1035552255,"12.6


 
 
 
 
 


Low ESG Risk"
152,2023-05-25,Adani Power Ltd.,https://www.sustainalytics.com/esg-rating/adani-power-ltd/1045171689,"34.7


 
 
 
 
 


High ESG Risk"
153,2023-05-25,Adani Total Gas Ltd.,https://www.sustainalytics.com/esg-rating/adani-total-gas-ltd/2002841946,"23.9


 
 
 
 
 


Medium ESG Risk"
154,2023-05-25,Adani Transmission Ltd.,https://www.sustainalytics.com/esg-rating/adani-transmission-ltd/1291208258,"30.7


 
 
 
 
 


High ESG Risk"
155,2023-05-25,Adani Wilmar Ltd.,https://www.sustainalytics.com/esg-rating/adani-wilmar-ltd/2000806463,"32.6


 
 
 
 
 


High ESG Risk"
156,2023-05-25,adapa Holding GmbH,https://www.sustainalytics.com/esg-rating/adapa-holding-gmbh/2003945887,"12.7


 
 
 
 
 


Low ESG Risk"
157,2023-05-25,AdaptHealth Corp.,https://www.sustainalytics.com/esg-rating/adapthealth-corp/2007416128,"42.0


 
 
 
 
 


Severe ESG Risk"
158,2023-05-25,Adaptive Biotechnologies Corp.,https://www.sustainalytics.com/esg-rating/adaptive-biotechnologies-corp/2003947041,"22.1


 
 
 
 
 


Medium ESG Risk"
159,2023-05-25,"Adastria Co., Ltd.",https://www.sustainalytics.com/esg-rating/adastria-co-ltd/1013524549,"19.7


 
 
 
 
 


Low ESG Risk"
160,2023-05-25,"ADATA Technology Co., Ltd.",https://www.sustainalytics.com/esg-rating/adata-technology-co-ltd/1016482667,"38.2


 
 
 
 
 


High ESG Risk"
161,2023-05-25,ADBRI Ltd.,https://www.sustainalytics.com/esg-rating/adbri-ltd/1008753661,"35.9


 
 
 
 
 


High ESG Risk"
162,2023-05-25,ADC Therapeutics SA,https://www.sustainalytics.com/esg-rating/adc-therapeutics-sa/2003410626,"34.8


 
 
 
 
 


High ESG Risk"
163,2023-05-25,Adcock Ingram Holdings Ltd.,https://www.sustainalytics.com/esg-rating/adcock-ingram-holdings-ltd/1008757918,"31.8


 
 
 
 
 


High ESG Risk"
164,2023-05-25,"ADDCN Technology Co., Ltd.",https://www.sustainalytics.com/esg-rating/addcn-technology-co-ltd/1223983906,"23.8


 
 
 
 
 


Medium ESG Risk"
165,2023-05-25,AddLife AB,https://www.sustainalytics.com/esg-rating/addlife-ab/1327921004,"15.3


 
 
 
 
 


Low ESG Risk"
166,2023-05-25,Addnode Group AB,https://www.sustainalytics.com/esg-rating/addnode-group-ab/1008905766,"26.7


 
 
 
 
 


Medium ESG Risk"
167,2023-05-25,"Addsino Co., Ltd.",https://www.sustainalytics.com/esg-rating/addsino-co-ltd/1020591780,"23.6


 
 
 
 
 


Medium ESG Risk"
168,2023-05-25,Addtech AB,https://www.sustainalytics.com/esg-rating/addtech-ab/1009249520,"21.2


 
 
 
 
 


Medium ESG Risk"
169,2023-05-25,Addus HomeCare Corp.,https://www.sustainalytics.com/esg-rating/addus-homecare-corp/1008986441,"19.1


 
 
 
 
 


Low ESG Risk"
