Login,Title,Visible Rating,Work Life Balance,Culture Values,Career Opportunities,Compensation Benefits,Senior Management Approval,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management,Date,current_dummy,recommends_dummy,Business Outlook,CEO Approval,fulltime_dummy,dummy_rating,Final Rating,negative_title,negative_pros,negative_cons,negative_text_sentiment,Review Sentiment,negative_title_multilingual,negative_pros_multilingual,negative_cons_multilingual,negative_title_roberta,negative_pros_roberta,negative_cons_roberta,negative_title_yelp,negative_pros_yelp,negative_cons_yelp,negative_title_sst,negative_pros_sst,negative_cons_sst,pros_clean,cons_clean,topics_pros_clean,topics_cons_clean
already logged,Resources cut left and right does not create a growth engine.,3.0,1.0,4.5,1.0,,,"November 18, 2008",,Senior Product Development Engineer,"Saint Paul, MN",Neutral,Neutral,No,,I have been working at 3M,"Many opportunities to move into other jobs for especially sales, marketing, business, chemists, and engineers.  Diversity of projects and people.  Culture of innovation is still around.  Most employees are happy to work at this company because of interesting projects and advanced technology.  Very few employers have the breadth of knowledge available to the 3M community.","Innovation has taken a real hit.  Creativity is stifled by management who only sees one quarter ahead.  Not willing to take big risks for fear of failure.  The ""old 3M"" which means something different to everyone really never existed, but the reason it keeps coming up (how things were better at the ""old 3M"") is because there has been a slow decline over many years in terms of project resources, benefits, management communication to employees, and creativity.",,2008-11-18,0,0,0,1,0,1,2.1,4.4722559679260945,1.6779801992849297,4.4180576427045715,3.7802019102434152,2.219798089756585,3.781657827102842,2.6729631371610707,4.288782398941256,3.901579035927648,1.2439949499277063,3.1105607882016417,2.401699976097643,2.7431048294271707,3.1958618679263293,4.999684719139188,1.0015908235003983,4.945577379543801,many opportunity move job especially sale marketing business chemist engineer diversity project people culture innovation still around employee happy work company interesting project advanced technology employer breadth knowledge available community,innovation ha taken real hit creativity stifled management see one quarter ahead willing take big risk fear failure old mean something different everyone really never existed reason keep coming thing better old ha slow decline many year term project resource benefit management communication employee creativity,-1,7
already logged,3M-Still a great place to work-if you're a young boot licker.,4.0,4.0,3.5,2.0,,,"December 17, 2008",,Retired Supply Chain Manager,"Austin, TX",Yes,Neutral,Neutral,,I worked at 3M,"Innovative work is rewarded, but you must toot your own horn, as management expects your best all the time. Benefits were excellent for a long time, but are lessening as times change. Flex time in Austin is encouraged, making for less stress. Open building design encourages more interaction between sales/marketing/engineering/lab.","Questionable selection of management, placing untested people in level 14 jobs who have never gone through the ranks.
Expectations that a canoe can move just as fast with 10 oars and only 4 rowers. Salaries are lower than at other equally rated jobs in the Austin area since they are tied to national averages.",,2008-12-17,0,1,0,1,0,2,3.1,2.0456191746283503,1.8262701526070804,4.259101395347696,2.7690093722777536,3.2309906277222473,3.6409611763517984,2.9723176069073416,3.625881181661123,1.3228976720331604,1.379525596001007,3.325336447607358,3.0803372129345896,2.702560004070492,2.9156262412754987,1.0017531237578141,1.0482529919764778,4.994959759941097,innovative work rewarded must toot horn management expects best time benefit excellent long time lessening time change flex time austin encouraged making le stress open building design encourages interaction salesmarketingengineeringlab,questionable selection management placing untested people level job never gone rank expectation canoe move fast oar rower salary lower equally rated job austin area since tied national average,5,17
already logged,innovative company with opportunity for advancement,5.0,5.0,5.0,5.0,,,"December 26, 2008",,Senior Engineer,"Nevada, MO",Yes,Neutral,Neutral,,I have been working at 3M,3M has a culture that allows innovation without punishment for failure.  Lean six sigma is one of the main reasons for 3M's success in keeping costs down and hiring outstanding people.  Communication from the middle management down is good so I assume communication down the chain of command to all levels is the same.  Compensation and benefits are in line with the industry standard although there have been some changes.  We'll have to see what the industry does.  Morale is high considering the economy and the tough decision from St. Paul.  Management shows a great deal of respect to the employees.,"The culture of ""that is the way we have always done it"" is alive and well within all ranks.  This is starting to change in the production area but is slow to be adopted in other areas.  One of the downsides is some of the plants are in small towns.  This is not always a downside but if you want a good meal you may have to drive for it as well as going shopping.  This also limits the potential employee pool and makes it difficult to get an outstanding engineer or manager into your plant due to the location.",,2008-12-26,0,1,0,1,0,2,4.4,1.876074454423586,2.022413710285778,4.149232552358346,2.7372218023648096,3.2627781976351917,2.7208519401823743,3.4707157467199883,3.5404446467933384,1.594911256053681,1.6059072104142862,3.5208490076391965,3.7728542575915283,2.6596088729268264,2.3467856102836864,1.0002253709632885,1.004941331526425,4.810380464311903,ha culture allows innovation without punishment failure lean six sigma one main reason success keeping cost hiring outstanding people communication middle management good assume communication chain command level compensation benefit line industry standard although change well see industry doe morale high considering economy tough decision st paul management show great deal respect employee,culture way always done alive well within rank starting change production area slow adopted area one downside plant small town always downside want good meal may drive well going shopping also limit potential employee pool make difficult get outstanding engineer manager plant due location,-1,-1
already logged,"A good place to work, but the glory days are clearly long gone",3.0,4.0,3.5,2.5,,,"January 16, 2009",,,"Saint Paul, MN",Neutral,Neutral,No,,I worked at 3M,Opportunities for moving within the company across businesses abound. There is a great deal to be learned from the many employees who have been there for 30+ years - excellent information sharing across businesses. Generous benefits.,"For a company so well known for innovation, resistance to new ideas in some businesses is perplexing. The culture promotes stagnancy in many respects. It is often those who don't rock the boat and can play the internal politics game well who rise to the top. Senior Management often lacks the impressive resume and accomplishments found at other peer companies. Compensation for internal positions often falls far short of what is paid to external candidates.",,2009-01-16,0,0,0,1,0,1,2.8,4.570323491887754,2.328800361225908,4.203105376817213,4.008414393100635,1.9915856068993647,3.5922442706819506,4.9223605091041644,3.732891883431349,4.44333884909808,1.1061382026863813,3.2054160884659884,2.61794674959562,2.357886173917953,2.333471457778037,4.994882767450496,1.0000772753844271,4.989881600029381,opportunity moving within company across business abound great deal learned many employee year excellent information sharing across business generous benefit,company well known innovation resistance new idea business perplexing culture promotes stagnancy many respect often dont rock boat play internal politics game well rise top senior management often lack impressive resume accomplishment found peer company compensation internal position often fall far short paid external candidate,2,7
already logged,Slave to the Man,1.0,1.0,3.0,1.0,,,"February 4, 2009",,Engineer,"Saint Paul, MN",No,Neutral,No,,I have been working at 3M,"Its a large company with lots of diversity of products. You have many options, if the company is doing well.","I'm not certain that they care about their employees and their relations with their employees. Rather than being straightforward with decisions or showing confidence with decisions, they wait until the last minute to make decisions. The true test of how great a company is to work for is how they treat their employees in downturns. 3M is not demonstrating to me that its a company I will want to stay with for my career.",,2009-02-04,0,0,0,1,0,1,1.4,4.147289741881512,2.032138046721626,4.325334451408079,3.7562613343700333,2.243738665629968,4.130694195824431,3.5600908827211155,3.719474048817636,2.5194088908660257,1.6124349142072931,3.484714851505124,1.9833214664665109,2.4142786139728307,2.846425894478746,4.915504729302345,1.0050889656713644,4.98437511272362,large company lot diversity product many option company well,im certain care employee relation employee rather straightforward decision showing confidence decision wait last minute make decision true test great company work treat employee downturn demonstrating company want stay career,-1,2
already logged,"Once proactive, now reactive.",3.0,2.5,4.0,2.0,,,"February 17, 2009",,Marketing,"Saint Paul, MN",Neutral,Neutral,Neutral,,I have been working at 3M,"Global company with many opportunities in a variety of career options and locations.  Wonderful products and many great, hardworking people still work there.  Compensation and benefits are competive.  Overall, conservative with expenses.","Senior employees are ""conveniently"" weeded out in favor of younger, less costly to keep employees.  Nepotism and buddy systems are blatant: friends and family are mentored and promoted over ""not connected"" qualified candidates.  Employee job performance feedback is ineffective - subjective with quotas on how many can receive higher grades (often reserved for those on the ""fastrack"", regardless of ability).  Programs are implemented without good planning or reason just to show that management is ""doing something"".",,2009-02-17,0,0,0,1,0,1,2.5,4.121351793823137,1.7654304277453758,4.089089727002859,3.5418924638998246,2.4581075361001754,4.3504796462066855,3.1088643091383497,3.387165416017522,2.4976753254677417,1.1600979175542343,2.829132635222828,1.5045294334129655,2.3607640610350344,3.4849137690898573,4.797306125374106,1.0062981823350856,4.998078011988516,global company many opportunity variety career option location wonderful product many great hardworking people still work compensation benefit competive overall conservative expense,senior employee conveniently weeded favor younger le costly keep employee nepotism buddy system blatant friend family mentored promoted connected qualified candidate employee job performance feedback ineffective subjective quota many receive higher grade often reserved fastrack regardless ability program implemented without good planning reason show management something,2,-1
already logged,"Needs less red tape, more backbone.",4.0,4.5,3.5,3.5,,,"February 23, 2009",,Senior Engineer,"Saint Paul, MN",Yes,Neutral,Neutral,,I have been working at 3M,"At the grass-roots level 3M is a great place to work.  Work/life balance is good, rarely is there more than occasional overtime to get the job done.  Lots of new products, and a culture that seems to do a good job in preventing 'siloing' of people.  In some places there are resources being brought to bear on products that are utterly awe-inspiring.","Big company red tape, not as bad as my last employer though.  Lack of fortitude and commitment on the part of middle management is a real problem.  Advancement and promotion are entirely based on politics.  Communication from above is spotty at best, misleading at worst.",,2009-02-23,0,1,0,1,0,2,3.5,4.405901907690213,1.7180403969859568,3.7656216312244655,3.514224190639463,2.485775809360538,3.8288846794191658,2.9938017964614017,3.135519825962708,3.244786596878952,1.1623369347355452,2.090010881053169,3.5726106811918803,2.2584954445864014,3.2254160823229716,4.989915782209849,1.0005058675628704,4.998242569840349,grassroots level great place work worklife balance good rarely occasional overtime get job done lot new product culture seems good job preventing siloing people place resource brought bear product utterly aweinspiring,big company red tape bad last employer though lack fortitude commitment part middle management real problem advancement promotion entirely based politics communication spotty best misleading worst,5,-1
already logged,Attention Passengers: We have lost our rudder.,2.0,4.0,2.0,1.5,,,"March 5, 2009",,Financial Analyst,"Saint Paul, MN",No,Neutral,No,,I have been working at 3M,Good benefits (not compensation). Easy commute. Friendly co-workers. Innovative uses of data and analysis tools.,"Very few opportunities to advance. Long term strategy is not defined. Leadership does not think that rank and file can understand the issues at hand. No opportunities to move International. No motivation to drive change. Past history of starting new initiatives and then when the going gets tough, management pulls the plug. Most of the high-performing people who are here stay only because of their pension. Newer employees who figure it out often leave when they see the length of service required to have any span of control. Tools and sytems are antiquated.",,2009-03-05,0,0,0,1,0,1,2.1,4.148058259344289,1.8853758384803851,3.962457397222968,3.553532657856912,2.446467342143088,3.9403472188842885,3.260684674912577,2.856744714702328,2.6585343061871427,1.224284807779077,2.897168052222965,1.8505533585340903,3.030599423305673,3.7918126333877096,4.998864082647467,1.002123403541836,4.998669704786195,good benefit compensation easy commute friendly coworkers innovative us data analysis tool,opportunity advance long term strategy defined leadership doe think rank file understand issue hand opportunity move international motivation drive change past history starting new initiative going get tough management pull plug highperforming people stay pension newer employee figure often leave see length service required span control tool sytems antiquated,7,-1
already logged,3M Industrial Sales in a nutshell.,4.0,4.5,2.5,3.0,,,"March 23, 2009",,Account Representative,"Boston, MA",Yes,Neutral,Neutral,,I have been working at 3M,"3M is a great company with a long track record of developing new products and great employees.  Everyone that works at 3M is generally happy, and have been with the company for a long time.  3M creates a nice work life balance, and generally promotes managers who have good people skills, and genuinely care about their employees.  3M has deep pockets, and can do somethings that other companies might not be able to do as far as discounting products, and providing technical and sample support which can really help a sales rep win in the field.  Marketing also does a nice job of communicating with the sales reps.  Overall, 3M really is a great place to work, and morale is generally very high.","When I worked for 3m they had just got done going through a lot of changes (guided by Jim McNerney and Six Sigma) that cut a lot of the innovative side of the business out of 3M.  The effect that this had (in my opinion) is that a lot of the ""value"" was stripped out of 3M's product offerings.  What customers have come to expect from 3M is that they offer new and innovative approaches to everyday problems that customers face when manufacturing products, or performing everyday tasks necessary to keep a business running.  The new CEO, George Buckley, has been playing catch-up the past few years now in order to supplant the lack of innovation by acquiring other companies.  Whether this approach has worked, and or will work, remains to be seen.",,2009-03-23,0,1,0,1,0,2,3.2,3.802881911725492,1.8121789570654527,4.51278249094058,3.594341235405664,2.4056587645943357,3.5215943216031285,3.3513797027419825,4.691722622456845,2.006094415684946,1.0463838074916596,3.1180741773023555,1.6065608808208247,2.376832574356276,2.5909563019829998,4.9619454570073,1.0006246426907859,4.978492527255042,great company long track record developing new product great employee everyone work generally happy company long time creates nice work life balance generally promotes manager good people skill genuinely care employee ha deep pocket somethings company might able far discounting product providing technical sample support really help sale rep win field marketing also doe nice job communicating sale rep overall really great place work morale generally high,worked got done going lot change guided jim mcnerney six sigma cut lot innovative side business effect opinion lot value wa stripped product offering customer come expect offer new innovative approach everyday problem customer face manufacturing product performing everyday task necessary keep business running new ceo george buckley ha playing catchup past year order supplant lack innovation acquiring company whether approach ha worked work remains seen,5,2
already logged,change in management needed,4.0,4.0,3.0,2.0,,,"March 23, 2009",,Financial Analyst,"Saint Paul, MN",Yes,Neutral,No,,I have been working at 3M,"The location is great especially if you are an eastside Twin Cities or Wisconsin resident.  The people are top notch.  The benefits are pretty good, but things are starting to be taken away.  There are worldwide opportunities available, but harder to come by these days.","Some times management lives in silos.  Doesn't give opportunities to people willing to take them.  Management plays it safe and doesn't take too many risks.  They are worried too much of what the ""street"" has to say.  The work can be mundane.  Communication is something that needs to be worked on.  To move around, you've got to know some one.",,2009-03-23,0,1,0,1,0,2,3.0,2.4732458322229167,1.8007888587080805,4.207075868426275,2.9161880907996536,3.0838119092003464,4.120300759156216,2.8142547256579045,3.4440505707108944,2.63927450558465,1.2203708219909437,4.182566828451832,2.0543683770552548,2.7269717839239167,2.140985407493713,1.0197987795029522,1.195907171274927,4.628462951558522,location great especially eastside twin city wisconsin resident people top notch benefit pretty good thing starting taken away worldwide opportunity available harder come day,time management life silo doesnt give opportunity people willing take management play safe doesnt take many risk worried much street ha say work mundane communication something need worked move around youve got know one,16,-1
already logged,Decent place to work,3.0,2.5,3.5,3.0,,,"March 27, 2009",,Engineer,"Saint Paul, MN",Neutral,Neutral,Neutral,,I worked at 3M,Solid technology company and talented personnel.,"Volatile environment and frequent layoffs.  3M changed from being a place where people worked forever to a place where people frequenly leave.  It is probably no different from most corporations today, but it is certainly a huge culture shift for this corporation.  Also, there are lots of systems for everything which impede the progress of projects unnecessarily.",,2009-03-27,0,0,0,1,0,1,2.6,2.300182936648136,1.5910608289373984,4.086229397129573,2.7093994119100246,3.2906005880899762,3.670154963613213,2.5824149997292727,3.6061473850695283,2.3402931789799784,1.586073233238679,3.1974580930997147,2.7894455285519344,1.0,2.143010295792093,1.0001550170646958,1.000093493674986,4.872073441453804,solid technology company talented personnel,volatile environment frequent layoff changed place people worked forever place people frequenly leave probably different corporation today certainly huge culture shift corporation also lot system everything impede progress project unnecessarily,-1,-1
already logged,Time to get rid of the fat and start building a strong team that makes courageous decisions and leads by example.,2.0,3.5,2.0,1.0,,,"April 27, 2009",,Sourcing Agent,"Maplewood, MN",Neutral,Neutral,No,,I have been working at 3M,"Benefits and pay.  Old, established company that does not take risks so you are unlikely to be let go","Old, established company with old, established management.  No diversity, almost all management is older, white males.  They treat women very badly and it's obvious.  The Management prefers boot lickers who agree with them to performers who may have more updated ideas.",,2009-04-27,0,0,0,1,0,1,1.9,2.2333540762107136,2.7723093552928817,3.774357927578469,3.0522161525673313,2.9477838474326696,3.1469639719357687,3.846309923478672,3.383667868994142,3.1005721024664608,4.0721680577135135,1.9713927462563905,1.5911495516094885,2.4790217665808925,2.8498757933999603,1.0006567953787266,1.0045807130657651,4.990189728644698,benefit pay old established company doe take risk unlikely let go,old established company old established management diversity almost management older white male treat woman badly obvious management prefers boot lickers agree performer may updated idea,6,-1
